Date,Price,Open,High,Low,Change %
1996-02-06,84.5,84.5,84.5,84.5,0.0181
1996-02-07,84.0,84.0,84.0,84.0,-0.0059
1996-02-08,84.05,84.05,84.05,84.05,0.0006
1996-02-09,84.5,84.5,84.5,84.5,0.0054
1996-02-12,84.5,84.5,84.5,84.5,0.0
1996-02-13,84.5,84.5,84.5,84.5,0.0
1996-02-14,84.5,84.5,84.5,84.5,0.0
1996-02-15,84.125,84.125,84.125,84.125,-0.0044
1996-02-16,82.5,82.5,82.5,82.5,-0.019299999999999998
1996-02-20,82.5,82.5,82.5,82.5,0.0
1996-02-21,84.0,84.0,84.0,84.0,0.0182
1996-02-22,84.3,84.3,84.3,84.3,0.0036
1996-02-23,82.0,82.0,82.0,82.0,-0.0273
1996-02-26,83.25,83.25,83.25,83.25,0.0152
1996-02-27,81.75,81.75,81.75,81.75,-0.018000000000000002
1996-02-28,82.0,82.0,82.0,82.0,0.0031
1996-02-29,82.75,82.75,82.75,82.75,0.0091
1996-03-01,83.0,83.0,83.0,83.0,0.003
1996-03-04,83.75,83.75,83.75,83.75,0.009000000000000001
1996-03-05,83.55,83.55,83.55,83.55,-0.0024
1996-03-06,83.155,83.155,83.155,83.155,-0.004699999999999999
1996-03-07,83.225,83.225,83.225,83.225,0.0008
1996-03-08,82.0,82.0,82.0,82.0,-0.0147
1996-03-11,83.26,83.26,83.26,83.26,0.0154
1996-03-12,83.59,83.59,83.59,83.59,0.004
1996-03-13,83.765,83.765,83.765,83.765,0.0021
1996-03-14,83.765,83.765,83.765,83.765,0.0
1996-03-15,84.3,84.3,84.3,84.3,0.0064
1996-03-18,83.735,83.735,83.735,83.735,-0.0067
1996-03-19,83.585,83.585,83.585,83.585,-0.0018
1996-03-20,83.605,83.605,83.605,83.605,0.0002
1996-03-21,83.453,83.453,83.453,83.453,-0.0018
1996-03-22,83.62,83.62,83.62,83.62,0.002
1996-03-25,83.47,83.47,83.47,83.47,-0.0018
1996-03-26,83.471,83.471,83.471,83.471,0.0
1996-03-27,83.471,83.471,83.471,83.471,0.0
1996-03-28,83.25,83.25,83.25,83.25,-0.0026
1996-03-29,83.3,83.3,83.3,83.3,0.0006
1996-04-01,83.32,83.32,83.32,83.32,0.0002
1996-04-02,83.42,83.42,83.42,83.42,0.0012
1996-04-03,83.535,83.535,83.535,83.535,0.0014000000000000002
1996-04-04,83.535,83.535,83.535,83.535,0.0
1996-04-10,83.47,83.47,83.47,83.47,-0.0008
1996-04-11,83.47,83.47,83.47,83.47,0.0
1996-04-12,83.625,83.625,83.625,83.625,0.0019
1996-04-15,83.0,83.0,83.0,83.0,-0.0075
1996-04-16,83.645,83.645,83.645,83.645,0.0078000000000000005
1996-04-17,83.62,83.62,83.62,83.62,-0.0003
1996-04-18,83.62,83.62,83.62,83.62,0.0
1996-04-19,83.62,83.62,83.62,83.62,0.0
1996-04-22,83.62,83.62,83.62,83.62,0.0
1996-04-23,83.62,83.62,83.62,83.62,0.0
1996-04-24,83.3,83.3,83.3,83.3,-0.0038
1996-04-25,83.3,83.3,83.3,83.3,0.0
1996-04-26,83.175,83.175,83.175,83.175,-0.0015
1996-04-29,83.175,83.175,83.175,83.175,0.0
1996-04-30,83.15,83.15,83.15,83.15,-0.0003
1996-05-01,83.15,83.15,83.15,83.15,0.0
1996-05-02,83.0,83.0,83.0,83.0,-0.0018
1996-05-03,83.1,83.1,83.1,83.1,0.0012
1996-05-06,83.1,83.1,83.1,83.1,0.0
1996-05-07,82.89,82.89,82.89,82.89,-0.0025
1996-05-08,82.658,82.658,82.658,82.658,-0.0028000000000000004
1996-05-09,82.792,82.792,82.792,82.792,0.0016
1996-05-10,82.22,82.22,82.22,82.22,-0.0069
1996-05-13,82.765,82.765,82.765,82.765,0.0066
1996-05-14,83.3,83.3,83.3,83.3,0.006500000000000001
1996-05-15,82.645,82.645,82.645,82.645,-0.0079
1996-05-16,82.6,82.6,82.6,82.6,-0.0005
1996-05-17,82.647,82.647,82.647,82.647,0.0006
1996-05-20,82.552,82.552,82.552,82.552,-0.0011
1996-05-21,82.47,82.47,82.47,82.47,-0.001
1996-05-22,82.32,82.32,82.32,82.32,-0.0018
1996-05-23,82.33,82.33,82.33,82.33,0.0001
1996-05-24,82.26,82.26,82.26,82.26,-0.0009
1996-05-27,82.6,82.6,82.6,82.6,0.0040999999999999995
1996-05-28,82.245,82.245,82.245,82.245,-0.0043
1996-05-29,82.185,82.185,82.185,82.185,-0.0007000000000000001
1996-05-30,82.29,82.29,82.29,82.29,0.0013
1996-05-31,82.115,82.115,82.115,82.115,-0.0021
1996-06-03,81.995,81.995,81.995,81.995,-0.0015
1996-06-04,81.995,81.995,81.995,81.995,0.0
1996-06-05,81.81,81.81,81.81,81.81,-0.0023
1996-06-06,81.68,81.68,81.68,81.68,-0.0016
1996-06-07,81.77,81.77,81.77,81.77,0.0011
1996-06-10,81.76,81.76,81.76,81.76,-0.0001
1996-06-11,81.72,81.72,81.72,81.72,-0.0005
1996-06-12,81.74,81.74,81.74,81.74,0.0002
1996-06-13,81.77,81.77,81.77,81.77,0.0004
1996-06-14,81.94,81.94,81.94,81.94,0.0021
1996-06-17,81.921,81.921,81.921,81.921,-0.0002
1996-06-18,80.77,80.77,80.77,80.77,-0.0141
1996-06-19,80.701,80.701,80.701,80.701,-0.0009
1996-06-20,80.65,80.65,80.65,80.65,-0.0006
1996-06-21,80.65,80.65,80.65,80.65,0.0
1996-06-24,80.65,80.65,80.65,80.65,0.0
1996-06-25,80.685,80.685,80.685,80.685,0.0004
1996-06-26,80.645,80.645,80.645,80.645,-0.0005
1996-06-27,80.645,80.645,80.645,80.645,0.0
1996-06-28,80.1,80.1,80.1,80.1,-0.0068000000000000005
1996-07-01,80.62,80.62,80.62,80.62,0.006500000000000001
1996-07-02,80.6,80.6,80.6,80.6,-0.0002
1996-07-03,80.44,80.44,80.44,80.44,-0.002
1996-07-04,80.6,80.6,80.6,80.6,0.002
1996-07-05,80.69,80.69,80.69,80.69,0.0011
1996-07-08,80.64,80.64,80.64,80.64,-0.0006
1996-07-09,80.58,80.58,80.58,80.58,-0.0007000000000000001
1996-07-10,80.55,80.55,80.55,80.55,-0.0004
1996-07-11,80.62,80.62,80.62,80.62,0.0009
1996-07-12,80.529,80.529,80.529,80.529,-0.0011
1996-07-15,80.489,80.489,80.489,80.489,-0.0005
1996-07-16,80.55,80.55,80.55,80.55,0.0008
1996-07-17,80.509,80.509,80.509,80.509,-0.0005
1996-07-18,80.619,80.619,80.619,80.619,0.0014000000000000002
1996-07-19,80.6,80.6,80.6,80.6,-0.0002
1996-07-22,80.57,80.57,80.57,80.57,-0.0004
1996-07-23,80.57,80.57,80.57,80.57,0.0
1996-07-24,80.559,80.559,80.559,80.559,-0.0001
1996-07-25,80.579,80.579,80.579,80.579,0.0002
1996-07-26,80.479,80.479,80.479,80.479,-0.0012
1996-07-29,80.479,80.479,80.479,80.479,0.0
1996-07-30,80.639,80.639,80.639,80.639,0.002
1996-07-31,80.645,80.645,80.645,80.645,0.0001
1996-08-01,80.4,80.4,80.4,80.4,-0.003
1996-08-02,80.595,80.595,80.595,80.595,0.0024
1996-08-05,80.595,80.595,80.595,80.595,0.0
1996-08-06,80.619,80.619,80.619,80.619,0.0003
1996-08-07,79.75,79.75,79.75,79.75,-0.0108
1996-08-08,79.99,79.99,79.99,79.99,0.003
1996-08-09,79.5,79.5,79.5,79.5,-0.0060999999999999995
1996-08-12,79.87,79.87,79.87,79.87,0.004699999999999999
1996-08-13,79.68,79.68,79.68,79.68,-0.0024
1996-08-14,79.79,79.79,79.79,79.79,0.0014000000000000002
1996-08-15,79.75,79.75,79.75,79.75,-0.0005
1996-08-16,79.675,79.675,79.675,79.675,-0.0009
1996-08-19,79.67,79.67,79.67,79.67,-0.0001
1996-08-20,79.67,79.67,79.67,79.67,0.0
1996-08-21,79.7,79.7,79.7,79.7,0.0004
1996-08-22,79.61,79.61,79.61,79.61,-0.0011
1996-08-23,79.581,79.581,79.581,79.581,-0.0004
1996-08-26,79.561,79.561,79.561,79.561,-0.0003
1996-08-27,79.601,79.601,79.601,79.601,0.0005
1996-08-28,79.601,79.601,79.601,79.601,0.0
1996-08-29,79.601,79.601,79.601,79.601,0.0
1996-08-30,79.601,79.601,79.601,79.601,0.0
1996-09-02,79.601,79.601,79.601,79.601,0.0
1996-09-03,79.601,79.601,79.601,79.601,0.0
1996-09-04,79.9,79.9,79.9,79.9,0.0038
1996-09-05,79.8,79.8,79.8,79.8,-0.0013
1996-09-06,79.25,79.25,79.25,79.25,-0.0069
1996-09-09,79.25,79.25,79.25,79.25,0.0
1996-09-10,79.25,79.25,79.25,79.25,0.0
1996-09-11,80.0,80.0,80.0,80.0,0.0095
1996-09-12,80.1,80.1,80.1,80.1,0.0012
1996-09-13,80.075,80.075,80.075,80.075,-0.0003
1996-09-16,79.621,79.621,79.621,79.621,-0.005699999999999999
1996-09-17,79.761,79.761,79.761,79.761,0.0018
1996-09-18,79.591,79.591,79.591,79.591,-0.0021
1996-09-19,79.756,79.756,79.756,79.756,0.0021
1996-09-20,79.771,79.771,79.771,79.771,0.0002
1996-09-23,79.811,79.811,79.811,79.811,0.0005
1996-09-24,79.766,79.766,79.766,79.766,-0.0006
1996-09-25,79.791,79.791,79.791,79.791,0.0003
1996-09-26,79.811,79.811,79.811,79.811,0.0003
1996-09-27,79.846,79.846,79.846,79.846,0.0004
1996-09-30,79.786,79.786,79.786,79.786,-0.0008
1996-10-01,79.786,79.786,79.786,79.786,0.0
1996-10-02,79.731,79.731,79.731,79.731,-0.0007000000000000001
1996-10-03,79.771,79.771,79.771,79.771,0.0005
1996-10-04,79.801,79.801,79.801,79.801,0.0004
1996-10-07,79.771,79.771,79.771,79.771,-0.0004
1996-10-08,79.801,79.801,79.801,79.801,0.0004
1996-10-09,79.771,79.771,79.771,79.771,-0.0004
1996-10-10,79.811,79.811,79.811,79.811,0.0005
1996-10-11,79.701,79.701,79.701,79.701,-0.0014000000000000002
1996-10-14,79.836,79.836,79.836,79.836,0.0017000000000000001
1996-10-15,79.841,79.841,79.841,79.841,0.0001
1996-10-16,79.781,79.781,79.781,79.781,-0.0008
1996-10-17,79.771,79.771,79.771,79.771,-0.0001
1996-10-18,79.796,79.796,79.796,79.796,0.0003
1996-10-21,79.811,79.811,79.811,79.811,0.0002
1996-10-22,79.801,79.801,79.801,79.801,-0.0001
1996-10-23,79.8,79.8,79.8,79.8,0.0
1996-10-24,79.975,79.975,79.975,79.975,0.0022
1996-10-25,79.15,79.15,79.15,79.15,-0.0103
1996-10-28,80.05,80.05,80.05,80.05,0.011399999999999999
1996-10-29,79.796,79.796,79.796,79.796,-0.0032
1996-10-30,79.716,79.716,79.716,79.716,-0.001
1996-10-31,79.821,79.821,79.821,79.821,0.0013
1996-11-01,79.25,79.25,79.25,79.25,-0.0072
1996-11-04,79.7,79.7,79.7,79.7,0.005699999999999999
1996-11-05,79.806,79.806,79.806,79.806,0.0013
1996-11-06,79.796,79.796,79.796,79.796,-0.0001
1996-11-07,80.0,80.0,80.0,80.0,0.0026
1996-11-08,79.9,79.9,79.9,79.9,-0.0012
1996-11-11,79.791,79.791,79.791,79.791,-0.0014000000000000002
1996-11-12,79.771,79.771,79.771,79.771,-0.0003
1996-11-13,79.791,79.791,79.791,79.791,0.0003
1996-11-14,79.781,79.781,79.781,79.781,-0.0001
1996-11-15,79.95,79.95,79.95,79.95,0.0021
1996-11-18,79.771,79.771,79.771,79.771,-0.0022
1996-11-19,79.9,79.9,79.9,79.9,0.0016
1996-11-20,79.711,79.711,79.711,79.711,-0.0024
1996-11-21,79.776,79.776,79.776,79.776,0.0008
1996-11-22,79.746,79.746,79.746,79.746,-0.0004
1996-11-25,79.75,79.75,79.75,79.75,0.0001
1996-11-26,79.726,79.726,79.726,79.726,-0.0003
1996-11-27,79.726,79.726,79.726,79.726,0.0
1996-11-28,79.716,79.716,79.716,79.716,-0.0001
1996-11-29,79.721,79.721,79.721,79.721,0.0001
1996-12-02,79.561,79.561,79.561,79.561,-0.002
1996-12-03,79.711,79.711,79.711,79.711,0.0019
1996-12-04,79.661,79.661,79.661,79.661,-0.0006
1996-12-05,79.641,79.641,79.641,79.641,-0.0003
1996-12-06,79.636,79.636,79.636,79.636,-0.0001
1996-12-09,79.561,79.561,79.561,79.561,-0.0009
1996-12-10,79.571,79.571,79.571,79.571,0.0001
1996-12-11,79.601,79.601,79.601,79.601,0.0004
1996-12-12,79.666,79.666,79.666,79.666,0.0008
1996-12-13,79.666,79.666,79.666,79.666,0.0
1996-12-16,79.566,79.566,79.566,79.566,-0.0013
1996-12-17,79.566,79.566,79.566,79.566,0.0
1996-12-18,79.576,79.576,79.576,79.576,0.0001
1996-12-19,79.526,79.526,79.526,79.526,-0.0006
1996-12-20,79.52,79.52,79.52,79.52,-0.0001
1996-12-23,79.04,79.04,79.04,79.04,-0.006
1996-12-24,78.7,78.7,78.7,78.7,-0.0043
1996-12-25,78.7,78.7,78.7,78.7,0.0
1996-12-26,78.7,78.7,78.7,78.7,0.0
1996-12-27,78.25,78.25,78.25,78.25,-0.005699999999999999
1996-12-30,78.5,78.5,78.5,78.5,0.0032
1996-12-31,76.16,76.16,76.16,76.16,-0.0298
1997-01-02,76.88,76.88,76.88,76.88,0.0095
1997-01-03,75.52,75.52,75.52,75.52,-0.0177
1997-01-06,77.08,77.08,77.08,77.08,0.0207
1997-01-07,76.0,76.0,76.0,76.0,-0.013999999999999999
1997-01-08,76.68,76.68,76.68,76.68,0.0089
1997-01-09,76.0,76.0,76.0,76.0,-0.0089
1997-01-10,77.47,77.47,77.47,77.47,0.019299999999999998
1997-01-13,77.58,77.58,77.58,77.58,0.0014000000000000002
1997-01-14,77.7,77.7,77.7,77.7,0.0015
1997-01-15,77.95,77.95,77.95,77.95,0.0032
1997-01-16,77.245,77.245,77.245,77.245,-0.009000000000000001
1997-01-17,78.35,78.35,78.35,78.35,0.0143
1997-01-20,78.35,78.35,78.35,78.35,0.0
1997-01-21,79.025,79.025,79.025,79.025,0.0086
1997-01-22,79.71,79.71,79.71,79.71,0.0087
1997-01-23,79.5,79.5,79.5,79.5,-0.0026
1997-01-24,79.64,79.64,79.64,79.64,0.0018
1997-01-27,79.92,79.92,79.92,79.92,0.0034999999999999996
1997-01-28,80.45,80.45,80.45,80.45,0.0066
1997-01-29,80.17,80.17,80.17,80.17,-0.0034999999999999996
1997-01-30,80.0,80.0,80.0,80.0,-0.0021
1997-01-31,80.1,80.1,80.1,80.1,0.0012
1997-02-03,80.01,80.01,80.01,80.01,-0.0011
1997-02-04,80.01,80.01,80.01,80.01,0.0
1997-02-05,80.0,80.0,80.0,80.0,-0.0001
1997-02-06,80.3,80.3,80.3,80.3,0.0038
1997-02-07,80.3,80.3,80.3,80.3,0.0
1997-02-10,79.8,79.8,79.8,79.8,-0.0062
1997-02-11,80.13,80.13,80.13,80.13,0.0040999999999999995
1997-02-12,80.15,80.15,80.15,80.15,0.0002
1997-02-13,80.11,80.11,80.11,80.11,-0.0005
1997-02-14,80.11,80.11,80.11,80.11,0.0
1997-02-17,80.21,80.21,80.21,80.21,0.0012
1997-02-18,80.18,80.18,80.18,80.18,-0.0004
1997-02-19,80.5,80.5,80.5,80.5,0.004
1997-02-20,80.02,80.02,80.02,80.02,-0.006
1997-02-21,80.02,80.02,80.02,80.02,0.0
1997-02-24,80.02,80.02,80.02,80.02,0.0
1997-02-25,79.92,79.92,79.92,79.92,-0.0012
1997-02-26,79.86,79.86,79.86,79.86,-0.0008
1997-02-27,79.83,79.83,79.83,79.83,-0.0004
1997-02-28,79.8,79.8,79.8,79.8,-0.0004
1997-03-03,79.82,79.82,79.82,79.82,0.0003
1997-03-04,79.95,79.95,79.95,79.95,0.0016
1997-03-05,79.68,79.68,79.68,79.68,-0.0034000000000000002
1997-03-06,79.66,79.66,79.66,79.66,-0.0003
1997-03-07,80.0,80.0,80.0,80.0,0.0043
1997-03-10,79.67,79.67,79.67,79.67,-0.0040999999999999995
1997-03-11,79.69,79.69,79.69,79.69,0.0003
1997-03-12,79.77,79.77,79.77,79.77,0.001
1997-03-13,84.65,84.65,84.65,84.65,0.061200000000000004
1997-03-14,85.0,85.0,85.0,85.0,0.0040999999999999995
1997-03-17,84.766,84.766,84.766,84.766,-0.0028000000000000004
1997-03-18,84.756,84.756,84.756,84.756,-0.0001
1997-03-19,84.756,84.756,84.756,84.756,0.0
1997-03-20,84.686,84.686,84.686,84.686,-0.0008
1997-03-21,84.69,84.69,84.69,84.69,0.0
1997-03-24,84.74,84.74,84.74,84.74,0.0006
1997-03-25,85.15,85.15,85.15,85.15,0.0048
1997-03-26,84.74,84.74,84.74,84.74,-0.0048
1997-03-27,85.15,85.15,85.15,85.15,0.0048
1997-03-28,85.15,85.15,85.15,85.15,0.0
1997-03-31,84.95,84.95,84.95,84.95,-0.0023
1997-04-01,85.085,85.085,85.085,85.085,0.0016
1997-04-02,85.045,85.045,85.045,85.045,-0.0005
1997-04-03,85.175,85.175,85.175,85.175,0.0015
1997-04-04,85.055,85.055,85.055,85.055,-0.0014000000000000002
1997-04-07,85.035,85.035,85.035,85.035,-0.0002
1997-04-08,85.035,85.035,85.035,85.035,0.0
1997-04-09,85.035,85.035,85.035,85.035,0.0
1997-04-10,85.015,85.015,85.015,85.015,-0.0002
1997-04-11,84.66,84.66,84.66,84.66,-0.0042
1997-04-14,84.87,84.87,84.87,84.87,0.0025
1997-04-15,84.87,84.87,84.87,84.87,0.0
1997-04-16,84.87,84.87,84.87,84.87,0.0
1997-04-17,84.87,84.87,84.87,84.87,0.0
1997-04-18,84.87,84.87,84.87,84.87,0.0
1997-04-21,84.98,84.98,84.98,84.98,0.0013
1997-04-22,84.9,84.9,84.9,84.9,-0.0009
1997-04-23,84.9,84.9,84.9,84.9,0.0
1997-04-24,84.91,84.91,84.91,84.91,0.0001
1997-04-25,84.72,84.72,84.72,84.72,-0.0022
1997-04-28,84.91,84.91,84.91,84.91,0.0022
1997-04-29,84.8,84.8,84.8,84.8,-0.0013
1997-04-30,85.05,85.05,85.05,85.05,0.0029
1997-05-01,85.05,85.05,85.05,85.05,0.0
1997-05-02,85.05,85.05,85.05,85.05,0.0
1997-05-05,84.84,84.84,84.84,84.84,-0.0025
1997-05-06,84.86,84.86,84.86,84.86,0.0002
1997-05-07,84.86,84.86,84.86,84.86,0.0
1997-05-08,85.25,85.25,85.25,85.25,0.0046
1997-05-09,84.86,84.86,84.86,84.86,-0.0046
1997-05-12,84.86,84.86,84.86,84.86,0.0
1997-05-13,84.91,84.91,84.91,84.91,0.0006
1997-05-14,84.91,84.91,84.91,84.91,0.0
1997-05-15,84.91,84.91,84.91,84.91,0.0
1997-05-16,84.89,84.89,84.89,84.89,-0.0002
1997-05-19,85.45,85.45,85.45,85.45,0.0066
1997-05-20,84.965,84.965,84.965,84.965,-0.005699999999999999
1997-05-21,85.5,85.5,85.5,85.5,0.0063
1997-05-22,84.965,84.965,84.965,84.965,-0.0063
1997-05-23,85.17,85.17,85.17,85.17,0.0024
1997-05-26,85.4,85.4,85.4,85.4,0.0027
1997-05-27,84.94,84.94,84.94,84.94,-0.0054
1997-05-28,85.02,85.02,85.02,85.02,0.0009
1997-05-29,84.95,84.95,84.95,84.95,-0.0008
1997-05-30,84.96,84.96,84.96,84.96,0.0001
1997-06-02,84.8,84.8,84.8,84.8,-0.0019
1997-06-03,85.25,85.25,85.25,85.25,0.0053
1997-06-04,84.84,84.84,84.84,84.84,-0.0048
1997-06-05,84.85,84.85,84.85,84.85,0.0001
1997-06-06,84.82,84.82,84.82,84.82,-0.0004
1997-06-09,84.84,84.84,84.84,84.84,0.0002
1997-06-10,84.88,84.88,84.88,84.88,0.0005
1997-06-11,85.1,85.1,85.1,85.1,0.0026
1997-06-12,84.82,84.82,84.82,84.82,-0.0033
1997-06-13,84.76,84.76,84.76,84.76,-0.0007000000000000001
1997-06-16,84.75,84.75,84.75,84.75,-0.0001
1997-06-17,84.78,84.78,84.78,84.78,0.0004
